"isolate.id"	"sseqid"	"sample.id"	"medium"	"temp"	"oxygen"	"miseq.id"	"pseudoprod"	"protein.source"	"texture"	"treatment"	"atmosphere"	"freezing"	"daysleft"	"freshness"	"centered_cooking_time_clustered"	"bbd_exp"	"additional_recommendation"	"colony_density"	"after_opening_clustered"	"profile"	"profilelong"	"no.ingredients"	"group"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"A1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"C1"	"C3"	"A2"	"C5"	"C6"	"C8"	"D1"	"D2"	"D3"	"D4"	"D5"	"A3"	"D6"	"D7"	"D8"	"A4"	"A5"	"A6"	"A7"	"A8"
"31"	"13.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"A4"	"gsp"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	NA	0	0.000492610837438424	0.00352822580645161	0	0	0	0.0228772547294325	0	0	0.0141385578670976	0.0519662921348315	0.0316780821917808	0.0270691333982473	0.0357667809897109	0	0	0	0	0.00513225424397947	0	0	0	0.176654740608229	0	0.0432938681745891	0	0.00338409475465313
"32"	"14.27F"	"855f6d2dc84214e67150b2581a82aef4"	"A4"	"gsp"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"	"Carnobacterium_maltaromaticum"	0.00121285627653123	0	0	0.00142045454545455	0	0.000149947518368571	0	0	0	0	0	0	0	0.000489955903968643	0	0	0	0	0	0	0	0	0.0174418604651163	0	0	0	0
"33"	"15.27F"	"855f6d2dc84214e67150b2581a82aef4"	"A4"	"gsp"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium"	"Carnobacterium_maltaromaticum"	0.00121285627653123	0	0	0.00142045454545455	0	0.000149947518368571	0	0	0	0	0	0	0	0.000489955903968643	0	0	0	0	0	0	0	0	0.0174418604651163	0	0	0	0
"34"	"16.27F"	"6294929bd61a09b932614f93a4745198"	"A4"	"marine"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	NA	0	0	0.0011760752688172	0	0	0	0	0	0	0.00141385578670976	0	0	0.00350535540408958	0.00489955903968643	0	0	0	0	0.0019739439399921	0	0	0	0.0201252236135957	0	0.000883548330093656	0	0
"35"	"16a.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A4"	"luriabertani"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"36"	"18.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"A7"	"tsa"	25	"aerobic"	"Veggie7"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	13	"f"	"<3 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	14	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"37"	"19.27F"	"fa8c0f7a5b110d2cc46e0e3f557a933b"	"A7"	"gsp"	25	"aerobic"	"Veggie7"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	13	"f"	"<3 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	14	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Latilactobacillus"	NA	0.000202142712755205	0.428571428571429	0	0.00733901515151515	0.0699919549477072	0.508621982306193	0.0114386273647162	0.00693703308431163	0.74061433447099	0.00545344374873763	0	0.0881849315068493	0.485102239532619	0.00440960313571779	0.479838709677419	0	0	0	0	0.180995475113122	0	0.0382352941176471	0.00223613595706619	0.148217636022514	0.00371090298639336	0	0.111675126903553
"38"	"2.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"tsa"	25	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"39"	"20.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"A8"	"nutrient"	25	"aerobic"	"Veggie8"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	6	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"0"	"Le"	"Leuconostocaceae"	15	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"40"	"21.27F"	"0f939388c63ff5bc01a431a59c02aa8b"	"A8"	"gsp"	25	"aerobic"	"Veggie8"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	6	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"0"	"Le"	"Leuconostocaceae"	15	"pea-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	NA	NA	0.00667070952092177	0	0	0.000473484848484848	0	0	0	0.0032017075773746	0.000853242320819113	0	0.00112359550561798	0	0	0	0	0	0	0	0	0	0	0.00588235294117647	0	0	0	0	0
"41"	"23.27F"	"996a5c7a9d6ffed42945becd526d3307"	"C6"	"coryne"	25	"aerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0	0	0	0	0	0	0	0.262078651685393	0	0.000778967867575463	0	0	0	0	0	0	0	0	0	0	0.00562851782363977	0	0.107981220657277	0
"42"	"25.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"C6"	"coryne"	25	"aerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	NA	0	0.000492610837438424	0.00352822580645161	0	0	0	0.0228772547294325	0	0	0.0141385578670976	0.0519662921348315	0.0316780821917808	0.0270691333982473	0.0357667809897109	0	0	0	0	0.00513225424397947	0	0	0	0.176654740608229	0	0.0432938681745891	0	0.00338409475465313
"43"	"26.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"C6"	"coryne"	25	"aerobic"	"Veggie22"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"medium"	"no rec."	"Le"	"Leuconostocaceae"	19	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"44"	"28.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"D1"	"nutrient"	25	"aerobic"	"Veggie25"	"producer 9"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Pro"	"Proteobacteria"	16	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"45"	"3.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"A1"	"mrs"	25	"aerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"46"	"34.27F"	"cac497501d1893a4a351c5ded81e2adc"	"D3"	"mrs"	25	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	NA	0	0	0	0	0	0.00584795321637427	0	0	0.000284414106939704	0	0	0	0	0	0	0.752941176470588	0	0	0	0	0	0	0.0118515205724508	0	0	0	0
"47"	"35.27F"	"cac497501d1893a4a351c5ded81e2adc"	"D3"	"mrs"	25	"aerobic"	"Veggie27"	"producer 9"	"pea"	"fibrous"	"unclear"	"MAP"	"notfrozen"	7	"o"	"no rec."	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	16	"pea-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Weissella"	NA	0	0	0	0	0	0.00584795321637427	0	0	0.000284414106939704	0	0	0	0	0	0	0.752941176470588	0	0	0	0	0	0	0.0118515205724508	0	0	0	0
"48"	"36.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"C5"	"coryne"	25	"aerobic"	"Veggie21"	"producer 7"	"soy"	"fibrous"	"pre-heated"	"MAP"	"notfrozen"	0	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"no rec."	"Le"	"Leuconostocaceae"	14	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	NA	0	0.000492610837438424	0.00352822580645161	0	0	0	0.0228772547294325	0	0	0.0141385578670976	0.0519662921348315	0.0316780821917808	0.0270691333982473	0.0357667809897109	0	0	0	0	0.00513225424397947	0	0	0	0.176654740608229	0	0.0432938681745891	0	0.00338409475465313
"49"	"4.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"A2"	"tsa"	25	"aerobic"	"Veggie2"	"producer 2"	"pea"	"minced"	"raw"	"MAP"	"notfrozen"	6	"o"	"3-5 min"	"best before date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	14	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"50"	"6.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"A3"	"tsa"	25	"aerobic"	"Veggie3"	"producer 2"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	3	"o"	"3-5 min"	"best before date"	"no rec."	"high"	"0"	"Le"	"Leuconostocaceae"	13	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"51"	"7.27F"	"0a8db22a9d9bc03ae4aa272d275d38d1"	"A4"	"nutrient"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	NA	0	0.0472906403940887	0.037130376344086	0.00142045454545455	0.00884955752212389	0	0.0307963044434668	0.00106723585912487	0	0.0173702282367199	0	0	0.0220058422590068	0.0328270455658991	0	0	0	0	0.0153967627319384	0	0	0	0.0507602862254025	0	0.0220887082523414	0.0234741784037559	0.00423011844331641
"52"	"8.27F"	"6294929bd61a09b932614f93a4745198"	"A4"	"nutrient"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Yersiniaceae"	"Serratia"	NA	0	0	0.0011760752688172	0	0	0	0	0	0	0.00141385578670976	0	0	0.00350535540408958	0.00489955903968643	0	0	0	0	0.0019739439399921	0	0	0	0.0201252236135957	0	0.000883548330093656	0	0
"53"	"9.27F"	"a024e61a9c9af995832ad2f9d7b69be9"	"A4"	"nutrient"	25	"aerobic"	"Veggie4"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	2	"o"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"high"	"0"	"Pro"	"Proteobacteria"	18	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Listeriaceae"	"Brochothrix"	NA	0	0.000492610837438424	0.00352822580645161	0	0	0	0.0228772547294325	0	0	0.0141385578670976	0.0519662921348315	0.0316780821917808	0.0270691333982473	0.0357667809897109	0	0	0	0	0.00513225424397947	0	0	0	0.176654740608229	0	0.0432938681745891	0	0.00338409475465313
"54"	"AAB_002.27F"	"96445e4469281076be5c6c8b4fabd761"	"A1"	"columbia"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Micrococcus"	NA	0	0	0	0	0	0.000299895036737142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"55"	"AAB_003.27F"	"1246fffc244c74ee317844af59a95554"	"A1"	"columbia"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"56"	"AAB_004.27F"	"83918a255a9e44e2ae8d9961bfbeb58a"	"A1"	"columbia"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Macrococcus"	NA	0.0339599757428745	0	0	0.0123106060606061	0	0	0	0	0	0	0	0	0	0	0	0	0.0123022847100176	0	0.000394788787998421	0	0	0.00196078431372549	0.00111806797853309	0	0	0	0
"57"	"AAB_005.27F"	"af491ecaf06a98493263b40b0ab16679"	"A1"	"columbia"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Planococcaceae"	"Lysinibacillus"	NA	0.0535678188801294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"58"	"AAB_006.27F"	"a6672cee90f3d05c289f8af6e5541a20"	"A1"	"columbia"	37	"anaerobic"	"Veggie1"	"producer 1"	"pea"	"minced"	"unclear"	"MAP"	"notfrozen"	9	"f"	"5-8 min"	"expiration date"	"consume only thorougly heated"	"medium"	"0"	"Pro"	"Proteobacteria"	17	"pea-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	0.00485142510612492	0	0	0.00426136363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"59"	"AAB_008.27F"	"ebb106f993f344af687c0dd8bc2ef223"	"B3"	"columbia"	37	"anaerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Geobacillus"	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00351493848857645	0	0	0	0	0	0	0	0	0	0
"60"	"AAB_009.27F"	"43eefb8ba8a7eac60088cbdd8e51380c"	"B3"	"columbia"	37	"anaerobic"	"Veggie11"	"producer 4"	"soy"	"minced"	"unclear"	"MAP"	"notfrozen"	10	"f"	"3-5 min"	"best before date"	"no rec."	"very low/neg"	"1"	"Pro"	"Proteobacteria"	20	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Brevibacillales"	"Brevibacillaceae"	"Brevibacillus"	NA	0	0	0	0	0	0.000599790073474284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"61"	"AAB_011.27F"	"ec4c96450c8cc16054c510a78cb83ec7"	"B4"	"columbia"	37	"anaerobic"	"Veggie12"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	174	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"very low/neg"	"1"	"Pro"	"Proteobacteria"	4	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Leuconostoc"	NA	0	0	0	0.0125473484848485	0.767497988736927	0.000599790073474284	0.0290365156181258	0.0453575240128068	0	0.0327206624924258	0.114044943820225	0.519691780821918	0.0161635832521908	0.0436060754532092	0.471774193548387	0	0.903339191564148	0.947368421052632	0.483221476510067	0.764705882352941	0.389880952380952	0.870588235294118	0.0306350626118068	0.791744840525328	0.0220887082523414	0.323004694835681	0.651438240270728
"62"	"AAB_012.27F"	"1246fffc244c74ee317844af59a95554"	"B5"	"columbia"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"63"	"AAB_014.27F"	"a3750812d0075ad564da5386c9d753e9"	"B5"	"columbia"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"64"	"AAB_015.27F"	"4e170e518872b0d06f9d8370cc1a069c"	"B5"	"columbia"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.0121285627653123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"65"	"AAB_016.27F"	"7cac62d46d0f738d04ac197e55ab15ef"	"B5"	"columbia"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0048025613660619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66"	"AAB_017.27F"	"1246fffc244c74ee317844af59a95554"	"B5"	"columbia"	37	"anaerobic"	"Veggie13"	"producer 6"	"soy"	"fibrous"	"unclear"	"noMAP"	"frozen"	119	"f"	"5-8 min"	"best before date"	"consume only thorougly heated"	"medium"	"1"	"Le"	"Leuconostocaceae"	27	"soy-fibrous"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"67"	"AAB_018.27F"	"a3750812d0075ad564da5386c9d753e9"	"C2"	"columbia"	37	"anaerobic"	"Veggie18"	"producer 5"	"soy"	"minced"	"pre-heated"	"MAP"	"frozen"	18	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	""	""	22	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0	0.000853242320819113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68"	"AAB_019.27F"	"1246fffc244c74ee317844af59a95554"	"C2"	"columbia"	37	"anaerobic"	"Veggie18"	"producer 5"	"soy"	"minced"	"pre-heated"	"MAP"	"frozen"	18	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	""	""	22	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
"69"	"AAB_020.27F"	"df2d1ac3c24f7cc6ce91fef3def27735"	"C2"	"columbia"	37	"anaerobic"	"Veggie18"	"producer 5"	"soy"	"minced"	"pre-heated"	"MAP"	"frozen"	18	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	""	""	22	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0	0	0	0	0	0	0	0.0032017075773746	0.00255972696245734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"70"	"AAB_021.27F"	"1246fffc244c74ee317844af59a95554"	"C2"	"columbia"	37	"anaerobic"	"Veggie18"	"producer 5"	"soy"	"minced"	"pre-heated"	"MAP"	"frozen"	18	"f"	"5-8 min"	"expiration date"	"no rec."	"medium"	"no rec."	""	""	22	"soy-minced"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Bacillus"	NA	0.048312108348494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0	0	0	0.000938967136150235	0
